1,2,3,4,5,6,Y1,Y2,Y3,Y4,Y5,Y6
2.4605200000000877,2.4666939999999613,2.4781299999999646,2.4949169999999867,2.5168509999998605,2.5409810000001016,1.0,1.0,1.0,1.0,1.0,1.0
2.4666939999999613,2.4781299999999646,2.4949169999999867,2.5168509999998605,2.5409810000001016,2.5749949999999444,1.0,1.0,1.0,1.0,1.0,1.0
2.4781299999999646,2.4949169999999867,2.5168509999998605,2.5409810000001016,2.5749949999999444,2.610016000000087,1.0,1.0,1.0,1.0,1.0,1.0
2.4949169999999867,2.5168509999998605,2.5409810000001016,2.5749949999999444,2.610016000000087,2.6477270000000317,1.0,1.0,1.0,1.0,1.0,1.0
2.5168509999998605,2.5409810000001016,2.5749949999999444,2.610016000000087,2.6477270000000317,2.6896099999999024,1.0,1.0,1.0,1.0,1.0,1.0
2.5409810000001016,2.5749949999999444,2.610016000000087,2.6477270000000317,2.6896099999999024,2.734294000000091,1.0,1.0,1.0,1.0,1.0,1.0
2.5749949999999444,2.610016000000087,2.6477270000000317,2.6896099999999024,2.734294000000091,2.7827760000000126,1.0,1.0,1.0,1.0,1.0,1.0
2.610016000000087,2.6477270000000317,2.6896099999999024,2.734294000000091,2.7827760000000126,2.834677000000056,1.0,1.0,1.0,1.0,1.0,1.0
2.6477270000000317,2.6896099999999024,2.734294000000091,2.7827760000000126,2.834677000000056,2.8897729999998774,1.0,1.0,1.0,1.0,1.0,1.0
2.6896099999999024,2.734294000000091,2.7827760000000126,2.834677000000056,2.8897729999998774,2.9384440000001177,1.0,1.0,1.0,1.0,1.0,1.0
2.734294000000091,2.7827760000000126,2.834677000000056,2.8897729999998774,2.9384440000001177,3.00591600000007,1.0,1.0,1.0,1.0,1.0,1.0
2.7827760000000126,2.834677000000056,2.8897729999998774,2.9384440000001177,3.00591600000007,3.073649999999816,1.0,1.0,1.0,1.0,1.0,1.0
2.834677000000056,2.8897729999998774,2.9384440000001177,3.00591600000007,3.073649999999816,3.143542000000025,1.0,1.0,1.0,1.0,1.0,1.0
2.8897729999998774,2.9384440000001177,3.00591600000007,3.073649999999816,3.143542000000025,3.216996999999992,1.0,1.0,1.0,1.0,1.0,1.0
2.9384440000001177,3.00591600000007,3.073649999999816,3.143542000000025,3.216996999999992,3.2950650000000223,1.0,1.0,1.0,1.0,1.0,1.0
2.497233999999935,2.505493000000115,2.5208950000001096,2.5371829999999136,2.5582950000000437,2.5884540000001834,1.0,1.0,1.0,1.0,1.0,1.0
2.505493000000115,2.5208950000001096,2.5371829999999136,2.5582950000000437,2.5884540000001834,2.620439999999917,1.0,1.0,1.0,1.0,1.0,1.0
2.5208950000001096,2.5371829999999136,2.5582950000000437,2.5884540000001834,2.620439999999917,2.655993999999964,1.0,1.0,1.0,1.0,1.0,1.0
2.5371829999999136,2.5582950000000437,2.5884540000001834,2.620439999999917,2.655993999999964,2.695167999999967,1.0,1.0,1.0,1.0,1.0,1.0
2.5582950000000437,2.5884540000001834,2.620439999999917,2.655993999999964,2.695167999999967,2.7391020000000026,1.0,1.0,1.0,1.0,1.0,1.0
2.5884540000001834,2.620439999999917,2.655993999999964,2.695167999999967,2.7391020000000026,2.786493999999948,1.0,1.0,1.0,1.0,1.0,1.0
2.620439999999917,2.655993999999964,2.695167999999967,2.7391020000000026,2.786493999999948,2.8373350000001665,1.0,1.0,1.0,1.0,1.0,1.0
2.500084999999899,2.5129750000000968,2.5340899999998783,2.5633940000000166,2.595263000000159,2.6357949999999164,1.0,1.0,1.0,1.0,1.0,1.0
2.5129750000000968,2.5340899999998783,2.5633940000000166,2.595263000000159,2.6357949999999164,2.68797399999994,1.0,1.0,1.0,1.0,1.0,1.0
2.5340899999998783,2.5633940000000166,2.595263000000159,2.6357949999999164,2.68797399999994,2.7343960000000607,1.0,1.0,1.0,1.0,1.0,1.0
2.5633940000000166,2.595263000000159,2.6357949999999164,2.68797399999994,2.7343960000000607,2.7921759999999267,1.0,1.0,1.0,1.0,1.0,1.0
2.595263000000159,2.6357949999999164,2.68797399999994,2.7343960000000607,2.7921759999999267,2.8572240000000875,1.0,1.0,1.0,1.0,1.0,1.0
2.6357949999999164,2.68797399999994,2.7343960000000607,2.7921759999999267,2.8572240000000875,2.9255269999998745,1.0,1.0,1.0,1.0,1.0,1.0
2.68797399999994,2.7343960000000607,2.7921759999999267,2.8572240000000875,2.9255269999998745,2.99732999999992,1.0,1.0,1.0,1.0,1.0,1.0
2.7343960000000607,2.7921759999999267,2.8572240000000875,2.9255269999998745,2.99732999999992,3.0770649999999478,1.0,1.0,1.0,1.0,1.0,1.0
2.7921759999999267,2.8572240000000875,2.9255269999998745,2.99732999999992,3.0770649999999478,3.1554849999999988,1.0,1.0,1.0,1.0,1.0,1.0
2.8572240000000875,2.9255269999998745,2.99732999999992,3.0770649999999478,3.1554849999999988,3.2395950000000084,1.0,1.0,1.0,1.0,1.0,1.0
2.9255269999998745,2.99732999999992,3.0770649999999478,3.1554849999999988,3.2395950000000084,3.3270410000000084,1.0,1.0,1.0,1.0,1.0,1.0
2.99732999999992,3.0770649999999478,3.1554849999999988,3.2395950000000084,3.3270410000000084,3.420815000000175,1.0,1.0,1.0,1.0,1.0,1.0
3.0770649999999478,3.1554849999999988,3.2395950000000084,3.3270410000000084,3.420815000000175,3.51471400000014,1.0,1.0,1.0,1.0,1.0,1.0
3.1554849999999988,3.2395950000000084,3.3270410000000084,3.420815000000175,3.51471400000014,3.617273999999952,1.0,1.0,1.0,1.0,1.0,1.0
3.2395950000000084,3.3270410000000084,3.420815000000175,3.51471400000014,3.617273999999952,3.726229999999987,1.0,1.0,1.0,1.0,1.0,1.0
3.3270410000000084,3.420815000000175,3.51471400000014,3.617273999999952,3.726229999999987,3.842018000000053,1.0,1.0,1.0,1.0,1.0,1.0
3.420815000000175,3.51471400000014,3.617273999999952,3.726229999999987,3.842018000000053,3.964414999999917,1.0,1.0,1.0,1.0,1.0,1.0
