1,2,3,4,5,6,Y1,Y2,Y3,Y4,Y5,Y6
3.0577832595173557,3.303216586448534,3.4133512496899265,3.69764782094512,3.914925928306211,3.994513804359511,1.0,1.0,0.0,0.0,0.0,0.0
2.634926910916063,2.3894935839848848,2.2793589207434923,1.9950623494882993,1.7777842421272083,1.6981963660739083,1.0,1.0,0.0,0.0,0.0,0.0
0.3496239309861327,0.5734814868351686,0.7960737033962527,0.8878761243933392,1.0288742877411812,1.1685781574300427,1.0,1.0,1.0,0.0,0.0,0.0
0.44601361850144394,0.222156062652408,-0.00043615390867604575,-0.09223857490576247,-0.23323673825360458,-0.372940607942466,1.0,1.0,1.0,0.0,0.0,0.0
2.31295840162179,2.384858272021174,2.4346865097096835,2.5599243300513885,2.737730612429881,2.882753868293517,1.0,1.0,0.0,0.0,0.0,0.0
0.5426403416433923,0.4707404712440084,0.42091223355549867,0.29567441321379373,0.11786813083530137,-0.02715512502833503,1.0,1.0,0.0,0.0,0.0,0.0
2.1264467630306183,2.2006685800891033,2.4810158317217703,2.5411175959218064,2.702155861550664,2.7643608210198285,1.0,1.0,0.0,0.0,0.0,0.0
3.4716237427042915,3.3974019256458066,3.1170546740131395,3.0569529098131034,2.895914644184246,2.8337096847150813,1.0,1.0,0.0,0.0,0.0,0.0
1.1430128875651255,1.3543140872582466,1.4817423825976122,1.6272943733282215,1.7648144222981654,1.8892174663465167,1.0,1.0,0.0,0.0,0.0,0.0
1.7277464038409671,1.516445204147846,1.3890169088084805,1.2434649180778712,1.1059448691079272,0.981541825059576,1.0,1.0,0.0,0.0,0.0,0.0
3.1142795640806407,3.2281142853434446,3.3090186330676423,3.600581983101377,3.6904687450991593,3.7696840820996487,1.0,1.0,0.0,0.0,0.0,0.0
0.16580688546312933,0.0519721642003252,-0.028932183523872473,-0.32049553355760696,-0.4103822955553894,-0.4895976325558787,1.0,1.0,0.0,0.0,0.0,0.0
1.0648697458653251,1.2944434186644755,1.492311622204109,1.7294073913775059,1.801948207436008,1.8366484774856433,1.0,1.0,0.0,0.0,0.0,0.0
3.389342478492547,3.1597688056933966,2.9619006021537633,2.7248048329803662,2.652264016921864,2.617563746872229,1.0,1.0,0.0,0.0,0.0,0.0
0.1314705201572327,0.21024635017130833,0.5065332135150538,0.7496947803036518,0.8164201373302546,1.105710578849703,1.0,1.0,0.0,0.0,0.0,0.0
2.9648728358462986,2.886097005832223,2.589810142488478,2.34664857569988,2.279923218673277,1.9906327771538286,1.0,1.0,0.0,0.0,0.0,0.0
0.2610914957507099,0.36217187100256815,0.525508229680677,0.5865694100271355,0.6289732583244607,0.634989887211974,1.0,1.0,0.0,0.0,0.0,0.0
2.2530838521681167,2.1520034769162586,1.98866711823815,1.9276059378916914,1.8852020895943662,1.8791854607068528,1.0,1.0,0.0,0.0,0.0,0.0
