2.461,2.467,2.478,2.495,2.517,2.541,1.0
2.467,2.478,2.495,2.517,2.541,2.575,1.0
2.478,2.495,2.517,2.541,2.575,2.61,1.0
2.495,2.517,2.541,2.575,2.61,2.648,1.0
2.517,2.541,2.575,2.61,2.648,2.69,1.0
2.541,2.575,2.61,2.648,2.69,2.734,1.0
2.575,2.61,2.648,2.69,2.734,2.783,1.0
2.61,2.648,2.69,2.734,2.783,2.835,1.0
2.648,2.69,2.734,2.783,2.835,2.89,1.0
2.69,2.734,2.783,2.835,2.89,2.938,1.0
2.734,2.783,2.835,2.89,2.938,3.006,1.0
2.783,2.835,2.89,2.938,3.006,3.074,1.0
2.835,2.89,2.938,3.006,3.074,3.144,1.0
2.89,2.938,3.006,3.074,3.144,3.217,1.0
2.938,3.006,3.074,3.144,3.217,3.295,1.0
2.497,2.505,2.521,2.537,2.558,2.588,1.0
2.505,2.521,2.537,2.558,2.588,2.62,1.0
2.521,2.537,2.558,2.588,2.62,2.656,1.0
2.537,2.558,2.588,2.62,2.656,2.695,1.0
2.558,2.588,2.62,2.656,2.695,2.739,1.0
2.588,2.62,2.656,2.695,2.739,2.786,1.0
2.62,2.656,2.695,2.739,2.786,2.837,1.0
2.5,2.513,2.534,2.563,2.595,2.636,1.0
2.513,2.534,2.563,2.595,2.636,2.688,1.0
2.534,2.563,2.595,2.636,2.688,2.734,1.0
2.563,2.595,2.636,2.688,2.734,2.792,1.0
2.595,2.636,2.688,2.734,2.792,2.857,1.0
2.636,2.688,2.734,2.792,2.857,2.926,1.0
2.688,2.734,2.792,2.857,2.926,2.997,1.0
2.734,2.792,2.857,2.926,2.997,3.077,1.0
2.792,2.857,2.926,2.997,3.077,3.155,1.0
2.857,2.926,2.997,3.077,3.155,3.24,1.0
2.926,2.997,3.077,3.155,3.24,3.327,1.0
2.997,3.077,3.155,3.24,3.327,3.421,1.0
3.077,3.155,3.24,3.327,3.421,3.515,1.0
3.155,3.24,3.327,3.421,3.515,3.617,1.0
3.24,3.327,3.421,3.515,3.617,3.726,1.0
3.327,3.421,3.515,3.617,3.726,3.842,1.0
3.421,3.515,3.617,3.726,3.842,3.964,1.0
3.515,3.617,3.726,3.842,3.964,4.1,1.0
2.602,2.62,2.644,2.673,2.708,2.748,1.0
2.62,2.644,2.673,2.708,2.748,2.794,1.0
2.644,2.673,2.708,2.748,2.794,2.847,1.0
2.673,2.708,2.748,2.794,2.847,2.9,1.0
2.708,2.748,2.794,2.847,2.9,2.959,1.0
2.748,2.794,2.847,2.9,2.959,3.023,1.0
2.794,2.847,2.9,2.959,3.023,3.092,1.0
2.847,2.9,2.959,3.023,3.092,3.164,1.0
2.9,2.959,3.023,3.092,3.164,3.243,1.0
2.959,3.023,3.092,3.164,3.243,3.325,1.0
3.023,3.092,3.164,3.243,3.325,3.412,1.0
3.092,3.164,3.243,3.325,3.412,3.505,1.0
3.164,3.243,3.325,3.412,3.505,3.602,1.0
2.602,2.621,2.645,2.681,2.716,2.761,1.0
2.621,2.645,2.681,2.716,2.761,2.819,1.0
2.645,2.681,2.716,2.761,2.819,2.88,1.0
2.681,2.716,2.761,2.819,2.88,2.947,1.0
2.716,2.761,2.819,2.88,2.947,3.025,1.0
2.761,2.819,2.88,2.947,3.025,3.112,1.0
2.819,2.88,2.947,3.025,3.112,3.202,1.0
2.88,2.947,3.025,3.112,3.202,3.3,1.0
2.947,3.025,3.112,3.202,3.3,3.4,1.0
3.025,3.112,3.202,3.3,3.4,3.517,1.0
3.112,3.202,3.3,3.4,3.517,3.624,1.0
3.202,3.3,3.4,3.517,3.624,3.751,1.0
3.3,3.4,3.517,3.624,3.751,3.878,1.0
3.4,3.517,3.624,3.751,3.878,4.013,1.0
3.517,3.624,3.751,3.878,4.013,4.158,1.0
3.624,3.751,3.878,4.013,4.158,4.316,1.0
2.775,2.8,2.832,2.868,2.915,2.962,1.0
2.8,2.832,2.868,2.915,2.962,3.016,1.0
2.832,2.868,2.915,2.962,3.016,3.079,1.0
2.868,2.915,2.962,3.016,3.079,3.152,1.0
2.915,2.962,3.016,3.079,3.152,3.222,1.0
2.962,3.016,3.079,3.152,3.222,3.305,1.0
3.016,3.079,3.152,3.222,3.305,3.384,1.0
